"","covariate","level","est","sd","ci.lb","ci.ub","z.val","p.val","analysis"
"sa7_unknown.sing.2","reported.exposure","HSX:FTM",-0.590652910832258,0.231110866390339,-1.0388293465083,-0.115056535897003,-2.55571241654498,0.0105970659790699,"sa7_unknown.sing"
"sa7_unknown.sing.3","reported.exposure","HSX:nodirection",0.545741022972338,0.602180625605804,-0.438128243469087,1.66954711564048,0.906274628851291,0.364790510847382,"sa7_unknown.sing"
"sa7_unknown.sing.4","reported.exposure","MSM",0.475449996225387,0.209695923187989,0.115376244078381,0.926423656932982,2.26733066145093,0.0233700337604161,"sa7_unknown.sing"
"sa7_unknown.sing.5","reported.exposure","MTC:IntraP",0.290552958654106,0.392454203991331,-0.413554475227346,0.983947680764656,0.74034869724704,0.45908843961335,"sa7_unknown.sing"
"sa7_unknown.sing.6","reported.exposure","MTC:notiming",-0.234422415707069,0.496692452462261,-1.14074501461155,0.734337141920986,-0.471966937578703,0.636950388000959,"sa7_unknown.sing"
"sa7_unknown.sing.7","reported.exposure","MTC:PostP",-0.239772927621584,0.927032224997095,-1.52158071036935,1.23658900363888,-0.258645731136623,0.795908595168387,"sa7_unknown.sing"
"sa7_unknown.sing.8","reported.exposure","MTC:PreP",-0.273247898756572,0.386751291902024,-0.984841624674824,0.443629356556672,-0.706520972206072,0.47986421524051,"sa7_unknown.sing"
"sa7_unknown.sing.9","reported.exposure","PWID",0.779420186162788,0.328619844824406,0.192790453528956,1.44294008160332,2.37179889905694,0.017701722437809,"sa7_unknown.sing"
"sa7_unknown.sing.10","grouped.method","distance",0.381069026114639,0.332292369822708,-0.237865090493144,1.01473757082718,1.1467883728957,0.251469095769506,"sa7_unknown.sing"
"sa7_unknown.sing.11","grouped.method","model",-1.02895950205273,0.541429991286902,-2.07178322926933,-0.118941168857772,-1.90044792237504,0.0573743630567926,"sa7_unknown.sing"
"sa7_unknown.sing.12","grouped.method","molecular",0.719720601776756,0.30350375632971,0.125942446684217,1.27767427999409,2.37137296249767,0.0177221378309502,"sa7_unknown.sing"
"sa7_unknown.sing.13","grouped.method","phylogenetic:R",-0.192419059684547,0.268160734720189,-0.704277957893734,0.340926146462997,-0.717551210043208,0.473034050138472,"sa7_unknown.sing"
"sa7_unknown.sing.14","grouped.method","phylogenetic:S&R",-0.0562946747075214,0.298344834978236,-0.758844451376662,0.504692370699314,-0.188689959092565,0.850335821707216,"sa7_unknown.sing"
"sa7_unknown.sing.15","sequencing.gene","gag",0.759049194005485,0.614572694098879,-0.365739300863622,1.80069375022676,1.23508447624483,0.216799066233961,"sa7_unknown.sing"
"sa7_unknown.sing.16","sequencing.gene","pol",-1.18469413854112,0.834060692844742,-2.54561781000962,-0.12080425503437,-1.42039320244246,0.155493240664834,"sa7_unknown.sing"
"sa7_unknown.sing.17","sequencing.gene","whole.genome",-1.17339872338157,0.3278358529555,-1.84683859554079,-0.528323305571083,-3.57922635002599,0.000344612893166323,"sa7_unknown.sing"
"sa7_unknown.sing.18","sampling.delay",">21",0.145494047940988,0.185590453480484,-0.250275308425156,0.556879142885221,0.783952219591336,0.433068147026667,"sa7_unknown.sing"
"sa7_unknown.sing.19","sampling.delay","unknown",0.32955861444059,0.268078119455696,-0.239058992971517,0.868906282586863,1.22933798218864,0.218945112156993,"sa7_unknown.sing"
"sa7_unknown.rep.2","reported.exposure","HSX:FTM",-0.251652104587586,0.148641641550544,-0.536577654690404,0.0414355249848722,-1.69301214627675,0.0904531552458184,"sa7_unknown.rep"
"sa7_unknown.rep.3","reported.exposure","HSX:nodirection",0.308590306052907,0.502557123711914,-0.595752476911232,1.18159166369905,0.614040258296694,0.539188724460288,"sa7_unknown.rep"
"sa7_unknown.rep.4","reported.exposure","MSM",0.295594095960138,0.15678201460685,-0.01042381226185,0.620741706791009,1.88538268691965,0.0593781897545254,"sa7_unknown.rep"
"sa7_unknown.rep.5","reported.exposure","MTC:IntraP",0.200652564776871,0.391604577885154,-0.582282543457914,0.897799459203767,0.512385646410182,0.608381134587193,"sa7_unknown.rep"
"sa7_unknown.rep.6","reported.exposure","MTC:notiming",-0.110723699609424,0.466970081512493,-0.999297616354789,0.631694999264654,-0.237110907085944,0.812570750990165,"sa7_unknown.rep"
"sa7_unknown.rep.7","reported.exposure","MTC:PostP",-0.508003677927907,0.950263361414392,-2.06173826701154,0.684829661105042,-0.534592512513356,0.592931662286595,"sa7_unknown.rep"
"sa7_unknown.rep.8","reported.exposure","MTC:PreP",-0.591084854180762,0.390907317886151,-1.27411358608051,0.138867179179274,-1.51208439222136,0.130512394870924,"sa7_unknown.rep"
"sa7_unknown.rep.9","reported.exposure","PWID",0.752954830978493,0.286770568077518,0.214463688476336,1.28159762440393,2.62563496674791,0.00864875132191238,"sa7_unknown.rep"
"sa7_unknown.rep.10","grouped.method","distance",-0.329068790259252,0.182955524563398,-0.636986094086402,0.0411151574607405,-1.79862724038826,0.0720776653580905,"sa7_unknown.rep"
"sa7_unknown.rep.11","grouped.method","model",-0.360475471217878,0.195716202848897,-0.731540082399854,0.0124165148959592,-1.84182743161118,0.0655003961647892,"sa7_unknown.rep"
"sa7_unknown.rep.12","grouped.method","molecular",0.773982787498093,0.293826462180764,0.253280942228077,1.38277951074912,2.63414936065879,0.00843483743564071,"sa7_unknown.rep"
"sa7_unknown.rep.13","grouped.method","phylogenetic:R",-0.205319465866501,0.171854755518498,-0.503566733760407,0.131688448950148,-1.19472670539164,0.232193824975973,"sa7_unknown.rep"
"sa7_unknown.rep.14","grouped.method","phylogenetic:S&R",-0.0331968148829465,0.268271664348091,-0.600788744809491,0.446074776230072,-0.123743277038281,0.901518544848453,"sa7_unknown.rep"
"sa7_unknown.rep.15","sequencing.gene","gag",0.536522134432973,0.634038811497184,-0.496737064586673,1.5446728829198,0.846197621823906,0.397442508409532,"sa7_unknown.rep"
"sa7_unknown.rep.16","sequencing.gene","pol",-1.31709819979552,0.846150335599026,-2.59228164900408,-0.297101811001684,-1.55657705774363,0.119570934303697,"sa7_unknown.rep"
"sa7_unknown.rep.17","sequencing.gene","whole.genome",-0.788429993331658,0.249325060127481,-1.31351547879678,-0.315185793727747,-3.16225730750262,0.00156551167956914,"sa7_unknown.rep"
"sa7_unknown.rep.18","sampling.delay",">21",0.144564106230413,0.12231947735601,-0.11505220205756,0.391274085197673,1.18185680118352,0.237262525227179,"sa7_unknown.rep"
"sa7_unknown.rep.19","sampling.delay","unknown",-0.139898138797504,0.20307869390931,-0.570333724409689,0.280439535863171,-0.688886343044823,0.49089479435428,"sa7_unknown.rep"
"sa7_nounknown.sing.2","reported.exposure","HSX:FTM",-0.535163931638033,0.237540510147815,-0.963973600085758,-0.0366885449678576,-2.25293753602287,0.0242630877219648,"sa7_nounknown.sing"
"sa7_nounknown.sing.3","reported.exposure","HSX:nodirection",0.325525570810051,0.592628384237752,-0.850136674261529,1.47827468028513,0.549291224430209,0.582805608756018,"sa7_nounknown.sing"
"sa7_nounknown.sing.4","reported.exposure","MSM",0.477813978318485,0.201786803848365,0.136162018876098,0.963729507878658,2.36791489436318,0.0178886502911479,"sa7_nounknown.sing"
"sa7_nounknown.sing.5","reported.exposure","MTC:IntraP",-0.383877324600445,0.565123557527402,-1.53116179871668,0.733403113239598,-0.679280344072069,0.496960248307693,"sa7_nounknown.sing"
"sa7_nounknown.sing.6","reported.exposure","MTC:notiming",0.0378100351914891,0.723777737866815,-1.18319310594087,1.24700036490751,0.052239842721505,0.958337586357589,"sa7_nounknown.sing"
"sa7_nounknown.sing.7","reported.exposure","MTC:PostP",-0.3385476605467,0.864336086719851,-1.68138128272128,0.96084050735274,-0.391685208738057,0.695290820280009,"sa7_nounknown.sing"
"sa7_nounknown.sing.8","reported.exposure","MTC:PreP",-0.0429587122295362,0.378370111048769,-0.681612569554329,0.673951770031937,-0.113536220158783,0.909605449182873,"sa7_nounknown.sing"
"sa7_nounknown.sing.9","reported.exposure","PWID",0.372576226739625,0.323882207931993,-0.184241328585006,1.11603980585269,1.15034484023851,0.250001869211543,"sa7_nounknown.sing"
"sa7_nounknown.sing.10","grouped.method","distance",0.370693447820659,0.30408919269149,-0.23579021947949,0.973107453594563,1.21902868214308,0.222833306399964,"sa7_nounknown.sing"
