"","covariate","level","est","sd","ci.lb","ci.ub","z.val","p.val","analysis"
"2","reported.exposure","HSX:FTM",-0.551426932968657,0.234505390548307,-1.05531073074096,-0.137424053255526,-2.3514467265735,0.0187005672549708,"no_small"
"3","reported.exposure","HSX:nodirection",0.4042474812766,0.600417841300547,-1.21190588433441,1.52813613128158,0.673276930613808,0.500771126472251,"no_small"
"4","reported.exposure","MSM",0.457719580023978,0.214941121040223,0.0295696111093602,0.971789463099669,2.12951145787651,0.0332119679372422,"no_small"
"5","reported.exposure","MTC:IntraP",0.548335381210694,0.435975059210494,-0.33762677960387,1.45000134279266,1.25772190318334,0.208492348061799,"no_small"
"6","reported.exposure","MTC:notiming",-1.09163708954107,0.656458852095508,-3.14256149936719,0.0439573163593935,-1.66291776865589,0.0963288970717708,"no_small"
"7","reported.exposure","MTC:PostP",-0.470554189039356,0.902932604383459,-12.6826270969083,1.05099539460394,-0.521139879936731,0.602269331431447,"no_small"
"8","reported.exposure","MTC:PreP",-0.240209227987564,0.38507066806827,-0.987843011684691,0.491946352451522,-0.623805571046446,0.532755280517186,"no_small"
"9","reported.exposure","PWID",0.801294359359504,0.331826481261413,0.159061311764102,1.51029202388549,2.41479931412781,0.0157438815149849,"no_small"
"10","grouped.method","distance",0.478363106400666,0.317248778703193,-0.0820765225712861,1.11940737133653,1.50784853563836,0.131593296801641,"no_small"
"11","grouped.method","model",-1.34353464713438,0.829099529982695,-13.6471707834052,-0.059442028652764,-1.62047450100765,0.105130387496378,"no_small"
"12","grouped.method","molecular",0.67506235546349,0.3065112652473,0.0404186382878774,1.25145828863372,2.20240634522465,0.0276366180746879,"no_small"
"13","grouped.method","phylogenetic:R",-0.108054667653477,0.261771771769295,-0.641168205066394,0.4231028819438,-0.412781970046443,0.679766362383684,"no_small"
"14","grouped.method","phylogenetic:S&R",0.171335041862836,0.32272481500604,-0.562218777683471,0.783666993088419,0.530901355880021,0.595487138145707,"no_small"
"15","sequencing.gene","gag",0.549157642997065,0.6245807349755,-1.45645315153103,1.72045336472061,0.879242045495699,0.3792700516163,"no_small"
"16","sequencing.gene","pol",-14.5113729347677,181.019477910422,-15.8772599161826,-13.524981695891,-0.0801647043858378,0.936106261605226,"no_small"
"17","sequencing.gene","whole.genome",-1.24284887637685,0.330204917988978,-1.94211840282161,-0.711829998247385,-3.76387148909252,0.000167302884916128,"no_small"
"18","sampling.delay",">21",0.138986028920912,0.193190160784217,-0.255432141516413,0.516165740033293,0.719426022302203,0.471878468088287,"no_small"
"19","sampling.delay","unknown",0.320723836514152,0.275026497067148,-0.293189496170644,0.846779234389435,1.16615613380644,0.24355132451005,"no_small"
"21","reported.exposure","HSX:FTM",-0.557139128438303,0.231505440098571,-1.10337617570493,-0.0612130340617737,-2.40659194963661,0.0161021499685454,"no_zero"
"31","reported.exposure","HSX:nodirection",0.297660888337903,0.596166152759491,-1.38597560946105,1.41345158160518,0.499291828226261,0.617573811156217,"no_zero"
"41","reported.exposure","MSM",0.341647354174947,0.201869426533871,-0.0608447405927307,0.792939703952061,1.69241751978536,0.0905663942181115,"no_zero"
"51","reported.exposure","MTC:IntraP",0.299335758712547,0.38553224354252,-0.540734194797069,1.01990131976774,0.776422111837018,0.437499793005301,"no_zero"
"61","reported.exposure","MTC:notiming",-0.373176120403958,0.471730998335224,-1.38447044448004,0.482180853167835,-0.791078224074581,0.428898345547624,"no_zero"
"71","reported.exposure","MTC:PostP",-0.664869368987847,0.895810922555197,-13.3261255852634,0.867717473854907,-0.742198328070597,0.457967181425053,"no_zero"
"81","reported.exposure","MTC:PreP",-0.34910914594208,0.356111728670978,-1.11226642748336,0.350847175750386,-0.980335995236574,0.326920292334918,"no_zero"
"91","reported.exposure","PWID",0.763070037345221,0.317652706114561,0.0697440485431762,1.39173452314441,2.40221481717842,0.016296135533365,"no_zero"
"101","grouped.method","distance",0.348148007250292,0.30894658141651,-0.304933415844455,0.925848016870345,1.12688739151618,0.259790094881125,"no_zero"
"111","grouped.method","model",-0.756746560957439,0.538395433780466,-2.4866326768971,0.189824509827855,-1.40555902497867,0.159855110564875,"no_zero"
"121","grouped.method","molecular",0.627537186697066,0.2813321377133,0.0419925204616067,1.22527720432712,2.23059189681548,0.0257081740494132,"no_zero"
"131","grouped.method","phylogenetic:R",-0.177579100634799,0.252983249927734,-0.705830633288332,0.333019198073264,-0.70194015092116,0.482716488087486,"no_zero"
"141","grouped.method","phylogenetic:S&R",0.221932027208544,0.292469946708908,-0.309490070853886,0.818611313089464,0.758819939299369,0.447960276273569,"no_zero"
"151","sequencing.gene","gag",0.539903617864467,0.574207334124455,-0.83744346575529,1.65600780312885,0.940259007119276,0.347084721068108,"no_zero"
"161","sequencing.gene","pol",-0.462264019244163,0.941255795831243,-13.2724585166519,1.27280600422661,-0.491114127840167,0.62334572973278,"no_zero"
"171","sequencing.gene","whole.genome",-1.16312818477233,0.30676876646628,-1.83418057737898,-0.525784452208968,-3.79154696278437,0.000149711830489294,"no_zero"
"181","sampling.delay",">21",0.0819865222143657,0.183730739207234,-0.274980576924293,0.446697178008848,0.446231929224927,0.655429721163289,"no_zero"
"191","sampling.delay","unknown",0.28144941659272,0.254420775167687,-0.216239856197104,0.824162106579381,1.10623598409847,0.268624391615785,"no_zero"
"22","reported.exposure","HSX:FTM",-0.149211640930183,0.256690210911867,-0.710948143062394,0.353220369951859,-0.581290733293349,0.561044525007465,"sga_only"
"32","reported.exposure","HSX:nodirection",1.10244455412602,0.615290307985894,-0.296482020149123,2.28258640262421,1.79174698482541,0.0731735045376709,"sga_only"
"42","reported.exposure","MSM",0.708692785393252,0.224216730842943,0.27934670813078,1.18507489067361,3.16074890008841,0.00157364092611211,"sga_only"
"52","reported.exposure","MTC:IntraP",1.57011765553813,0.980232412134569,-12.1148286291003,3.79042192524527,1.60178100224111,0.109204045502823,"sga_only"
"62","reported.exposure","MTC:notiming",-0.396160675620166,0.629717595498648,-1.90910125207819,0.765756123283092,-0.62910847410332,0.529278043033192,"sga_only"
"72","reported.exposure","MTC:PreP",17.4052804189225,1258.75412845262,9.94111236714302,29.2575847333834,0.0138273869578634,0.988967692987848,"sga_only"
"82","reported.exposure","PWID",0.664423031476219,0.30370381001704,0.0876182293796085,1.28240115304565,2.18773360610438,0.028689012623158,"sga_only"
"92","grouped.method","distance",0.561846304083189,0.261093392901032,0.0966650392222183,1.09619587627551,2.15189782414815,0.031405402672895,"sga_only"
"102","grouped.method","model",-16.0741049043464,1258.7533259658,-23.6431024541649,-13.2389698972994,-0.0127698609193451,0.989811402037612,"sga_only"
"112","grouped.method","phylogenetic:R",0.187335163745679,0.221924290592313,-0.25167076951695,0.667022326175559,0.844139968841102,0.398591195299519,"sga_only"
"122","grouped.method","phylogenetic:S&R",-0.644407465978546,0.359947649145677,-1.43221810798301,0.0022111067086988,-1.79028107978487,0.0734087363160115,"sga_only"
"132","sequencing.gene","pol",-15.8292381944148,1152.07318643411,-17.5055685059295,-14.5397323415952,-0.0137397852678173,0.989037582384451,"sga_only"
"142","sequencing.gene","whole.genome",-0.679882760166028,0.300407026891874,-1.30735536300727,-0.0864859196768534,-2.26320524922588,0.0236230397972494,"sga_only"
"152","sampling.delay",">21",0.0627980535909875,0.191363049418691,-0.295564171660881,0.451819726250183,0.328161856647617,0.742789286271223,"sga_only"
"162","sampling.delay","unknown",-0.238013978760806,0.322348785685672,-0.831535913098516,0.382629927572767,-0.738374051121438,0.460287178598155,"sga_only"
