"","covariate","level","est","sd","ci.lb","ci.ub","z.val","p.val","analysis"
"1","(Intercept)",NA,-1.35529884286799,0.184385620590539,-1.69986102103441,-0.9987226903676,-7.35034998134522,1.97688544901814e-13,"Riskgroup.no_smallsample"
"2","(Intercept)",NA,-1.18291185801535,0.194251860136072,-1.54892059708185,-0.786357615239124,-6.08957802096066,1.13208683761579e-09,"Reported Exposure.no_smallsample"
"3","(Intercept)",NA,-1.08058808678925,0.184586200612923,-1.49845785795543,-0.713585099216752,-5.85411088803566,4.79568586377773e-09,"Grouped Method.no_smallsample"
"4","(Intercept)",NA,-0.883002861602724,0.114390501978287,-1.0878587653043,-0.669789218511768,-7.71919736631923,1.17064516356689e-14,"Sequencing Gene.no_smallsample"
"5","(Intercept)",NA,-1.86241168664831,0.297838346261276,-2.51880223783403,-1.27860018944284,-6.25309571459455,4.0239534767283e-10,"Alignment Bin.no_smallsample"
"6","(Intercept)",NA,-1.10952404184807,0.182629209799133,-1.47382547804287,-0.767604178783405,-6.0752824976267,1.23769635310387e-09,"Sampling Delay.no_smallsample"
"7","(Intercept)",NA,-1.19410355609729,0.165120328901787,-1.49033179535445,-0.881624379882293,-7.23171740293431,4.76923841916039e-13,"Riskgroup.no_zero"
"8","(Intercept)",NA,-1.03915892201572,0.179329991730432,-1.3650877313356,-0.691151455641585,-5.79467445455405,6.84538341730286e-09,"Reported Exposure.no_zero"
"9","(Intercept)",NA,-0.941171896749185,0.16649684485891,-1.31421459330769,-0.607630461839225,-5.65279118380133,1.57863047494516e-08,"Grouped Method.no_zero"
"10","(Intercept)",NA,-0.795631559210163,0.100282382969607,-0.983908406182991,-0.601774672285627,-7.93391157698457,2.12349311716388e-15,"Sequencing Gene.no_zero"
"11","(Intercept)",NA,-1.82296494356014,0.243167376695569,-2.30392536569121,-1.35234100839819,-7.49674963941557,6.54197608824626e-14,"Alignment Bin.no_zero"
"12","(Intercept)",NA,-1.01447779860969,0.166251281734533,-1.34851110817232,-0.670875366825024,-6.10207505184584,1.04700187850029e-09,"Sampling Delay.no_zero"
"13","(Intercept)",NA,-1.37161725522337,0.160255002582571,-1.66018325282226,-1.12398181438724,-8.5589668535723,1.13883450932747e-17,"Riskgroup.sga_only"
"14","(Intercept)",NA,-1.3572143595707,0.185906777255391,-1.70813501011066,-1.04710626329333,-7.30051039347649,2.86678145743225e-13,"Reported Exposure.sga_only"
"15","(Intercept)",NA,-1.09356738993888,0.137914641193714,-1.37568826070416,-0.818328341448351,-7.92930598574277,2.20373951555706e-15,"Grouped Method.sga_only"
"16","(Intercept)",NA,-1.05272918018636,0.103324232896982,-1.24265356773884,-0.872583897998874,-10.1885990408075,2.22953886617636e-24,"Sequencing Gene.sga_only"
"17","(Intercept)",NA,-1.57086773321932,0.264307010246681,-2.17102141258589,-1.0531500220762,-5.94334494477923,2.79263906904497e-09,"Alignment Bin.sga_only"
"18","(Intercept)",NA,-1.05531407372647,0.177521697494982,-1.33431917090516,-0.798750009646154,-5.94470472408761,2.76955635733726e-09,"Sampling Delay.sga_only"
"19","(Intercept)",NA,-1.24264977487151,0.214485045664357,-1.63191062751783,-0.874633698109271,-5.79364296015355,6.88758032707993e-09,"Riskgroup.noextremegenomes"
"20","(Intercept)",NA,-1.20261341410621,0.204705857767423,-1.58306832277377,-0.80196082177661,-5.87483634919995,4.23261269538254e-09,"Reported Exposure.noextremegenomes"
"21","(Intercept)",NA,-1.11607768320909,0.156464585914658,-1.41608575198574,-0.82398641723861,-7.13310092941955,9.81325428289909e-13,"Grouped Method.noextremegenomes"
