"","covariate","level","est","sd","ci.lb","ci.ub","z.val","p.val","analysis"
"2","riskgroup","MSM",0.404870544660731,0.23317560070769,-0.0551505364613902,0.832885986731755,1.73633323311678,0.0825049302864804,"Riskgroup.no_smallsample"
"3","riskgroup","MTC",0.470191926422231,0.375705829383768,-0.324727121078525,1.22077785891689,1.25148956882952,0.210755917032446,"Riskgroup.no_smallsample"
"4","riskgroup","PWID",1.13090032196163,0.403539546781075,0.301697706402366,1.92734059716049,2.80245227755871,0.00507157190891791,"Riskgroup.no_smallsample"
"21","reported.exposure","HSX:FTM",-0.585628850997748,0.238498680869702,-1.09105126892341,-0.124390687466256,-2.45548046162021,0.0140696400866243,"Reported Exposure.no_smallsample"
"31","reported.exposure","HSX:nodirection",0.521116747915025,0.616613874609242,-1.02138173653176,1.61741598458307,0.845126536027534,0.398040193872413,"Reported Exposure.no_smallsample"
"41","reported.exposure","MSM",0.237879269102578,0.245507952495319,-0.234946316040341,0.720902554802949,0.968926939778511,0.332581643046864,"Reported Exposure.no_smallsample"
"5","reported.exposure","MTC:IntraP",1.1329118993165,0.504236247082683,0.120279099979285,2.2267976544049,2.24678790124885,0.0246535853496496,"Reported Exposure.no_smallsample"
"6","reported.exposure","MTC:notiming",-0.899189848040822,0.796966930500609,-14.8680646674182,0.551270280228669,-1.12826494253156,0.259208044367174,"Reported Exposure.no_smallsample"
"7","reported.exposure","MTC:PostP",-0.395216849889394,1.01786558379154,-13.8332583334403,1.39792754377373,-0.388280000997001,0.697808835474547,"Reported Exposure.no_smallsample"
"8","reported.exposure","MTC:PreP",0.457279476444759,0.443652444988134,-0.400121103693873,1.35967948235045,1.03071555586037,0.302674227739929,"Reported Exposure.no_smallsample"
"9","reported.exposure","PWID",0.922151384286815,0.400309683907198,0.094255401509034,1.70204117920001,2.30359499497042,0.0212453890730935,"Reported Exposure.no_smallsample"
"22","grouped.method","distance",-0.121061125658576,0.377261108138407,-0.924974216670944,0.610796872061705,-0.320894794207521,0.7482901191075,"Grouped Method.no_smallsample"
"32","grouped.method","model",-1.24244887695493,0.925772849879414,-14.2124191965087,0.0376577471680701,-1.34206666043054,0.179574382691071,"Grouped Method.no_smallsample"
"42","grouped.method","molecular",0.653489753424267,0.297220022431412,0.10323877261622,1.25611031213977,2.1986733870699,0.0279011545901316,"Grouped Method.no_smallsample"
"51","grouped.method","phylogenetic:R",-0.238377812638251,0.277399923709562,-0.770094036484102,0.357614898400274,-0.859329049015288,0.390159001870841,"Grouped Method.no_smallsample"
"61","grouped.method","phylogenetic:S&R",0.186354653757179,0.366655545004222,-0.542373970223854,0.904601881603963,0.508255381096264,0.611274256754986,"Grouped Method.no_smallsample"
"23","sequencing.gene","gag",-0.126476276462478,0.719480324532608,-2.27469684464153,1.19384471316081,-0.17578837412217,0.860460203514652,"Sequencing Gene.no_smallsample"
"33","sequencing.gene","pol",-14.6911863537317,726.434031130802,-16.2212629523505,-13.812502623863,-0.0202237033566044,0.983864919206778,"Sequencing Gene.no_smallsample"
"43","sequencing.gene","whole.genome",-0.989915528253137,0.336900563260902,-1.68146893651334,-0.323717439302979,-2.93830179050941,0.00330015604347013,"Sequencing Gene.no_smallsample"
"24","alignment.bin","0-250",1.19131998506832,0.6907672225172,-0.512183030387226,2.52057539092533,1.72463305471715,0.0845936225480031,"Alignment Bin.no_smallsample"
"34","alignment.bin","1001-2000",1.08655648781994,0.348922580045676,0.473927490178316,1.86290728898489,3.11403316941455,0.00184548741664066,"Alignment Bin.no_smallsample"
"44","alignment.bin","2001-4000",0.667892212198887,0.338015139865583,0.0510506622423013,1.39753508057949,1.9759239555497,0.0481633905569473,"Alignment Bin.no_smallsample"
"52","alignment.bin","251-500",1.62299028675009,0.425025680052023,0.825656607203104,2.49124019705552,3.81856994276543,0.000134227529321104,"Alignment Bin.no_smallsample"
"62","alignment.bin","4001-8000",1.42716515918282,0.650383294449555,-0.202662499959601,2.80754511647746,2.19434473696113,0.0282106355659556,"Alignment Bin.no_smallsample"
"71","alignment.bin","501-1000",0.852712065418384,0.429041582932917,-0.0248063379186206,1.65961312685131,1.98748116578646,0.0468691010212915,"Alignment Bin.no_smallsample"
"25","sampling.delay",">21",0.0456509410989485,0.197641731891579,-0.321874295221345,0.430443504477115,0.230978248682781,0.817331700193569,"Sampling Delay.no_smallsample"
